# Center_x Center_y Xtype1 j1 k1 Xtype2 j2 k2
0.15625 0.109375 0 6 11 0 6 8
0.15625 0.125 0 6 11 0 6 9
0.15625 0.140625 0 6 11 0 6 10
0.15625 0.15625 0 6 11 0 6 11
0.15625 0.171875 0 6 11 0 6 12
0.15625 0.1875 0 6 11 0 6 13
0.15625 0.203125 0 6 11 0 6 14
0.15625 0.21875 0 6 11 0 6 15
0.15625 0.234375 0 6 11 0 6 16
0.15625 0.25 0 6 11 0 6 17
0.15625 0.265625 0 6 11 0 6 18
0.15625 0.28125 0 6 11 0 6 19
0.15625 0.296875 0 6 11 0 6 20
0.15625 0.3125 0 6 11 0 6 21
0.15625 0.328125 0 6 11 0 6 22
0.15625 0.34375 0 6 11 0 6 23
0.15625 0.359375 0 6 11 0 6 24
0.15625 0.375 0 6 11 0 6 25
0.15625 0.390625 0 6 11 0 6 26
0.15625 0.40625 0 6 11 0 6 27
0.15625 0.421875 0 6 11 0 6 28
0.15625 0.4375 0 6 11 0 6 29
0.15625 0.453125 0 6 11 0 6 30
0.15625 0.46875 0 6 11 0 6 31
0.15625 0.484375 0 6 11 0 6 32
0.15625 0.5 0 6 11 0 6 33
0.15625 0.515625 0 6 11 0 6 34
0.15625 0.53125 0 6 11 0 6 35
0.15625 0.546875 0 6 11 0 6 36
0.15625 0.5625 0 6 11 0 6 37
0.15625 0.578125 0 6 11 0 6 38
0.15625 0.59375 0 6 11 0 6 39
0.15625 0.609375 0 6 11 0 6 40
0.15625 0.625 0 6 11 0 6 41
0.15625 0.640625 0 6 11 0 6 42
0.15625 0.65625 0 6 11 0 6 43
0.15625 0.671875 0 6 11 0 6 44
0.15625 0.6875 0 6 11 0 6 45
0.15625 0.703125 0 6 11 0 6 46
0.15625 0.71875 0 6 11 0 6 47
0.15625 0.734375 0 6 11 0 6 48
0.15625 0.75 0 6 11 0 6 49
0.15625 0.765625 0 6 11 0 6 50
0.15625 0.78125 0 6 11 0 6 51
0.15625 0.796875 0 6 11 0 6 52
0.15625 0.8125 0 6 11 0 6 53
0.15625 0.828125 0 6 11 0 6 54
0.15625 0.84375 0 6 11 0 6 55
0.15625 0.859375 0 6 11 0 6 56
0.15625 0.875 0 6 11 0 6 57
0.15625 0.890625 0 6 11 0 6 58
0.15625 0.90625 0 6 11 0 6 59
0.15625 0.921875 0 6 11 0 6 60
0.15625 0.9375 0 6 11 0 6 61
0.15625 0.953125 0 6 11 0 6 62
0.15625 0.96875 0 6 11 0 6 63
0.15625 0.984375 0 6 11 0 6 64
0.171875 0.015625 0 6 12 0 6 2
0.171875 0.03125 0 6 12 0 6 3
0.171875 0.046875 0 6 12 0 6 4
0.171875 0.0625 0 6 12 0 6 5
0.171875 0.078125 0 6 12 0 6 6
0.171875 0.09375 0 6 12 0 6 7
0.171875 0.109375 0 6 12 0 6 8
0.171875 0.125 0 6 12 0 6 9
0.171875 0.140625 0 6 12 0 6 10
0.171875 0.15625 0 6 12 0 6 11
0.171875 0.171875 0 6 12 0 6 12
0.171875 0.1875 0 6 12 0 6 13
0.171875 0.203125 0 6 12 0 6 14
0.171875 0.21875 0 6 12 0 6 15
0.171875 0.234375 0 6 12 0 6 16
0.171875 0.25 0 6 12 0 6 17
0.171875 0.265625 0 6 12 0 6 18
0.171875 0.28125 0 6 12 0 6 19
0.171875 0.296875 0 6 12 0 6 20
0.171875 0.3125 0 6 12 0 6 21
0.171875 0.328125 0 6 12 0 6 22
0.171875 0.34375 0 6 12 0 6 23
0.171875 0.359375 0 6 12 0 6 24
0.171875 0.375 0 6 12 0 6 25
0.171875 0.390625 0 6 12 0 6 26
0.171875 0.40625 0 6 12 0 6 27
0.171875 0.421875 0 6 12 0 6 28
0.171875 0.4375 0 6 12 0 6 29
0.171875 0.453125 0 6 12 0 6 30
0.171875 0.46875 0 6 12 0 6 31
0.171875 0.484375 0 6 12 0 6 32
0.171875 0.5 0 6 12 0 6 33
0.171875 0.515625 0 6 12 0 6 34
0.171875 0.53125 0 6 12 0 6 35
0.171875 0.546875 0 6 12 0 6 36
0.171875 0.5625 0 6 12 0 6 37
0.171875 0.578125 0 6 12 0 6 38
0.171875 0.59375 0 6 12 0 6 39
0.171875 0.609375 0 6 12 0 6 40
0.171875 0.625 0 6 12 0 6 41
0.171875 0.640625 0 6 12 0 6 42
0.171875 0.65625 0 6 12 0 6 43
0.171875 0.671875 0 6 12 0 6 44
0.171875 0.6875 0 6 12 0 6 45
0.171875 0.703125 0 6 12 0 6 46
0.171875 0.71875 0 6 12 0 6 47
0.171875 0.734375 0 6 12 0 6 48
0.171875 0.75 0 6 12 0 6 49
0.171875 0.765625 0 6 12 0 6 50
0.171875 0.78125 0 6 12 0 6 51
0.171875 0.796875 0 6 12 0 6 52
0.171875 0.8125 0 6 12 0 6 53
0.171875 0.828125 0 6 12 0 6 54
0.171875 0.84375 0 6 12 0 6 55
0.171875 0.859375 0 6 12 0 6 56
0.171875 0.875 0 6 12 0 6 57
0.171875 0.890625 0 6 12 0 6 58
0.171875 0.90625 0 6 12 0 6 59
0.171875 0.921875 0 6 12 0 6 60
0.171875 0.9375 0 6 12 0 6 61
0.171875 0.953125 0 6 12 0 6 62
0.171875 0.96875 0 6 12 0 6 63
0.171875 0.984375 0 6 12 0 6 64
0.1875 0.015625 0 6 13 0 6 2
0.1875 0.03125 0 6 13 0 6 3
0.1875 0.046875 0 6 13 0 6 4
0.1875 0.0625 0 6 13 0 6 5
0.1875 0.078125 0 6 13 0 6 6
0.1875 0.09375 0 6 13 0 6 7
0.1875 0.109375 0 6 13 0 6 8
0.1875 0.125 0 6 13 0 6 9
0.1875 0.140625 0 6 13 0 6 10
0.1875 0.15625 0 6 13 0 6 11
0.1875 0.171875 0 6 13 0 6 12
0.1875 0.1875 0 6 13 0 6 13
0.1875 0.203125 0 6 13 0 6 14
0.1875 0.21875 0 6 13 0 6 15
0.1875 0.234375 0 6 13 0 6 16
0.1875 0.25 0 6 13 0 6 17
0.1875 0.265625 0 6 13 0 6 18
0.1875 0.28125 0 6 13 0 6 19
0.1875 0.296875 0 6 13 0 6 20
0.1875 0.3125 0 6 13 0 6 21
0.1875 0.328125 0 6 13 0 6 22
0.1875 0.34375 0 6 13 0 6 23
0.1875 0.359375 0 6 13 0 6 24
0.1875 0.375 0 6 13 0 6 25
0.1875 0.390625 0 6 13 0 6 26
0.1875 0.40625 0 6 13 0 6 27
0.1875 0.421875 0 6 13 0 6 28
0.1875 0.4375 0 6 13 0 6 29
0.1875 0.453125 0 6 13 0 6 30
0.1875 0.46875 0 6 13 0 6 31
0.1875 0.484375 0 6 13 0 6 32
0.1875 0.5 0 6 13 0 6 33
0.1875 0.515625 0 6 13 0 6 34
0.1875 0.53125 0 6 13 0 6 35
0.1875 0.546875 0 6 13 0 6 36
0.1875 0.5625 0 6 13 0 6 37
0.1875 0.578125 0 6 13 0 6 38
0.1875 0.59375 0 6 13 0 6 39
0.1875 0.609375 0 6 13 0 6 40
0.1875 0.625 0 6 13 0 6 41
0.1875 0.640625 0 6 13 0 6 42
0.1875 0.65625 0 6 13 0 6 43
0.1875 0.671875 0 6 13 0 6 44
0.1875 0.6875 0 6 13 0 6 45
0.1875 0.703125 0 6 13 0 6 46
0.1875 0.71875 0 6 13 0 6 47
0.1875 0.734375 0 6 13 0 6 48
0.1875 0.75 0 6 13 0 6 49
0.1875 0.765625 0 6 13 0 6 50
0.1875 0.78125 0 6 13 0 6 51
0.1875 0.796875 0 6 13 0 6 52
0.1875 0.8125 0 6 13 0 6 53
0.1875 0.828125 0 6 13 0 6 54
0.1875 0.84375 0 6 13 0 6 55
0.1875 0.859375 0 6 13 0 6 56
0.1875 0.875 0 6 13 0 6 57
0.1875 0.890625 0 6 13 0 6 58
0.1875 0.90625 0 6 13 0 6 59
0.1875 0.921875 0 6 13 0 6 60
0.1875 0.9375 0 6 13 0 6 61
0.1875 0.953125 0 6 13 0 6 62
0.1875 0.96875 0 6 13 0 6 63
0.1875 0.984375 0 6 13 0 6 64
0.203125 0.015625 0 6 14 0 6 2
0.203125 0.03125 0 6 14 0 6 3
0.203125 0.046875 0 6 14 0 6 4
0.203125 0.0625 0 6 14 0 6 5
0.203125 0.078125 0 6 14 0 6 6
0.203125 0.09375 0 6 14 0 6 7
0.203125 0.109375 0 6 14 0 6 8
0.203125 0.125 0 6 14 0 6 9
0.203125 0.140625 0 6 14 0 6 10
0.203125 0.15625 0 6 14 0 6 11
0.203125 0.171875 0 6 14 0 6 12
0.203125 0.1875 0 6 14 0 6 13
0.203125 0.203125 0 6 14 0 6 14
0.203125 0.21875 0 6 14 0 6 15
0.203125 0.234375 0 6 14 0 6 16
0.203125 0.25 0 6 14 0 6 17
0.203125 0.265625 0 6 14 0 6 18
0.203125 0.28125 0 6 14 0 6 19
0.203125 0.296875 0 6 14 0 6 20
0.203125 0.3125 0 6 14 0 6 21
0.203125 0.328125 0 6 14 0 6 22
0.203125 0.34375 0 6 14 0 6 23
0.203125 0.359375 0 6 14 0 6 24
0.203125 0.375 0 6 14 0 6 25
0.203125 0.390625 0 6 14 0 6 26
0.203125 0.40625 0 6 14 0 6 27
0.203125 0.421875 0 6 14 0 6 28
0.203125 0.4375 0 6 14 0 6 29
0.203125 0.453125 0 6 14 0 6 30
0.203125 0.46875 0 6 14 0 6 31
0.203125 0.484375 0 6 14 0 6 32
0.203125 0.5 0 6 14 0 6 33
0.203125 0.515625 0 6 14 0 6 34
0.203125 0.53125 0 6 14 0 6 35
0.203125 0.546875 0 6 14 0 6 36
0.203125 0.5625 0 6 14 0 6 37
0.203125 0.578125 0 6 14 0 6 38
0.203125 0.59375 0 6 14 0 6 39
0.203125 0.609375 0 6 14 0 6 40
0.203125 0.625 0 6 14 0 6 41
0.203125 0.640625 0 6 14 0 6 42
0.203125 0.65625 0 6 14 0 6 43
0.203125 0.671875 0 6 14 0 6 44
0.203125 0.6875 0 6 14 0 6 45
0.203125 0.703125 0 6 14 0 6 46
0.203125 0.71875 0 6 14 0 6 47
0.203125 0.734375 0 6 14 0 6 48
0.203125 0.75 0 6 14 0 6 49
0.203125 0.765625 0 6 14 0 6 50
0.203125 0.78125 0 6 14 0 6 51
0.203125 0.796875 0 6 14 0 6 52
0.203125 0.8125 0 6 14 0 6 53
0.203125 0.828125 0 6 14 0 6 54
0.203125 0.84375 0 6 14 0 6 55
0.203125 0.859375 0 6 14 0 6 56
0.203125 0.875 0 6 14 0 6 57
0.203125 0.890625 0 6 14 0 6 58
0.203125 0.90625 0 6 14 0 6 59
0.203125 0.921875 0 6 14 0 6 60
0.203125 0.9375 0 6 14 0 6 61
0.203125 0.953125 0 6 14 0 6 62
0.203125 0.96875 0 6 14 0 6 63
0.203125 0.984375 0 6 14 0 6 64
0.21875 0.015625 0 6 15 0 6 2
0.21875 0.03125 0 6 15 0 6 3
0.21875 0.046875 0 6 15 0 6 4
0.21875 0.0625 0 6 15 0 6 5
0.21875 0.078125 0 6 15 0 6 6
0.21875 0.09375 0 6 15 0 6 7
0.21875 0.109375 0 6 15 0 6 8
0.21875 0.125 0 6 15 0 6 9
0.21875 0.140625 0 6 15 0 6 10
0.21875 0.15625 0 6 15 0 6 11
0.21875 0.171875 0 6 15 0 6 12
0.21875 0.1875 0 6 15 0 6 13
0.21875 0.203125 0 6 15 0 6 14
0.21875 0.21875 0 6 15 0 6 15
0.21875 0.234375 0 6 15 0 6 16
0.21875 0.25 0 6 15 0 6 17
0.21875 0.265625 0 6 15 0 6 18
0.21875 0.28125 0 6 15 0 6 19
0.21875 0.296875 0 6 15 0 6 20
0.21875 0.3125 0 6 15 0 6 21
0.21875 0.328125 0 6 15 0 6 22
0.21875 0.34375 0 6 15 0 6 23
0.21875 0.359375 0 6 15 0 6 24
0.21875 0.375 0 6 15 0 6 25
0.21875 0.390625 0 6 15 0 6 26
0.21875 0.40625 0 6 15 0 6 27
0.21875 0.421875 0 6 15 0 6 28
0.21875 0.4375 0 6 15 0 6 29
0.21875 0.453125 0 6 15 0 6 30
0.21875 0.46875 0 6 15 0 6 31
0.21875 0.484375 0 6 15 0 6 32
0.21875 0.5 0 6 15 0 6 33
0.21875 0.515625 0 6 15 0 6 34
0.21875 0.53125 0 6 15 0 6 35
0.21875 0.546875 0 6 15 0 6 36
0.21875 0.5625 0 6 15 0 6 37
0.21875 0.578125 0 6 15 0 6 38
0.21875 0.59375 0 6 15 0 6 39
0.21875 0.609375 0 6 15 0 6 40
0.21875 0.625 0 6 15 0 6 41
0.21875 0.640625 0 6 15 0 6 42
0.21875 0.65625 0 6 15 0 6 43
0.21875 0.671875 0 6 15 0 6 44
0.21875 0.6875 0 6 15 0 6 45
0.21875 0.703125 0 6 15 0 6 46
0.21875 0.71875 0 6 15 0 6 47
0.21875 0.734375 0 6 15 0 6 48
0.21875 0.75 0 6 15 0 6 49
0.21875 0.765625 0 6 15 0 6 50
0.21875 0.78125 0 6 15 0 6 51
0.21875 0.796875 0 6 15 0 6 52
0.21875 0.8125 0 6 15 0 6 53
0.21875 0.828125 0 6 15 0 6 54
0.21875 0.84375 0 6 15 0 6 55
0.21875 0.859375 0 6 15 0 6 56
0.21875 0.875 0 6 15 0 6 57
0.21875 0.890625 0 6 15 0 6 58
0.21875 0.90625 0 6 15 0 6 59
0.21875 0.921875 0 6 15 0 6 60
0.21875 0.9375 0 6 15 0 6 61
0.21875 0.953125 0 6 15 0 6 62
0.21875 0.96875 0 6 15 0 6 63
0.21875 0.984375 0 6 15 0 6 64
0.234375 0.015625 0 6 16 0 6 2
0.234375 0.03125 0 6 16 0 6 3
0.234375 0.046875 0 6 16 0 6 4
0.234375 0.0625 0 6 16 0 6 5
0.234375 0.078125 0 6 16 0 6 6
0.234375 0.09375 0 6 16 0 6 7
0.234375 0.109375 0 6 16 0 6 8
0.234375 0.125 0 6 16 0 6 9
0.234375 0.140625 0 6 16 0 6 10
0.234375 0.15625 0 6 16 0 6 11
0.234375 0.171875 0 6 16 0 6 12
0.234375 0.1875 0 6 16 0 6 13
0.234375 0.203125 0 6 16 0 6 14
0.234375 0.21875 0 6 16 0 6 15
0.234375 0.234375 0 6 16 0 6 16
0.234375 0.25 0 6 16 0 6 17
0.234375 0.265625 0 6 16 0 6 18
0.234375 0.28125 0 6 16 0 6 19
0.234375 0.296875 0 6 16 0 6 20
0.234375 0.3125 0 6 16 0 6 21
0.234375 0.328125 0 6 16 0 6 22
0.234375 0.34375 0 6 16 0 6 23
0.234375 0.359375 0 6 16 0 6 24
0.234375 0.375 0 6 16 0 6 25
0.234375 0.390625 0 6 16 0 6 26
0.234375 0.40625 0 6 16 0 6 27
0.234375 0.421875 0 6 16 0 6 28
0.234375 0.4375 0 6 16 0 6 29
0.234375 0.453125 0 6 16 0 6 30
0.234375 0.46875 0 6 16 0 6 31
0.234375 0.484375 0 6 16 0 6 32
0.234375 0.5 0 6 16 0 6 33
0.234375 0.515625 0 6 16 0 6 34
0.234375 0.53125 0 6 16 0 6 35
0.234375 0.546875 0 6 16 0 6 36
0.234375 0.5625 0 6 16 0 6 37
0.234375 0.578125 0 6 16 0 6 38
0.234375 0.59375 0 6 16 0 6 39
0.234375 0.609375 0 6 16 0 6 40
0.234375 0.625 0 6 16 0 6 41
0.234375 0.640625 0 6 16 0 6 42
0.234375 0.65625 0 6 16 0 6 43
0.234375 0.671875 0 6 16 0 6 44
0.234375 0.6875 0 6 16 0 6 45
0.234375 0.703125 0 6 16 0 6 46
0.234375 0.71875 0 6 16 0 6 47
0.234375 0.734375 0 6 16 0 6 48
0.234375 0.75 0 6 16 0 6 49
0.234375 0.765625 0 6 16 0 6 50
0.234375 0.78125 0 6 16 0 6 51
0.234375 0.796875 0 6 16 0 6 52
0.234375 0.8125 0 6 16 0 6 53
0.234375 0.828125 0 6 16 0 6 54
0.234375 0.84375 0 6 16 0 6 55
0.234375 0.859375 0 6 16 0 6 56
0.234375 0.875 0 6 16 0 6 57
0.234375 0.890625 0 6 16 0 6 58
0.234375 0.90625 0 6 16 0 6 59
0.234375 0.921875 0 6 16 0 6 60
0.234375 0.9375 0 6 16 0 6 61
0.234375 0.953125 0 6 16 0 6 62
0.234375 0.96875 0 6 16 0 6 63
0.234375 0.984375 0 6 16 0 6 64
0.25 0.015625 0 6 17 0 6 2
0.25 0.03125 0 6 17 0 6 3
0.25 0.046875 0 6 17 0 6 4
0.25 0.0625 0 6 17 0 6 5
0.25 0.078125 0 6 17 0 6 6
0.25 0.09375 0 6 17 0 6 7
0.25 0.109375 0 6 17 0 6 8
0.25 0.125 0 6 17 0 6 9
0.25 0.140625 0 6 17 0 6 10
0.25 0.15625 0 6 17 0 6 11
0.25 0.171875 0 6 17 0 6 12
0.25 0.1875 0 6 17 0 6 13
0.25 0.203125 0 6 17 0 6 14
0.25 0.21875 0 6 17 0 6 15
0.25 0.234375 0 6 17 0 6 16
0.25 0.25 0 6 17 0 6 17
0.25 0.265625 0 6 17 0 6 18
0.25 0.28125 0 6 17 0 6 19
0.25 0.296875 0 6 17 0 6 20
0.25 0.3125 0 6 17 0 6 21
0.25 0.328125 0 6 17 0 6 22
0.25 0.34375 0 6 17 0 6 23
0.25 0.359375 0 6 17 0 6 24
0.25 0.375 0 6 17 0 6 25
0.25 0.390625 0 6 17 0 6 26
0.25 0.40625 0 6 17 0 6 27
0.25 0.421875 0 6 17 0 6 28
0.25 0.4375 0 6 17 0 6 29
0.25 0.453125 0 6 17 0 6 30
0.25 0.46875 0 6 17 0 6 31
0.25 0.484375 0 6 17 0 6 32
0.25 0.5 0 6 17 0 6 33
0.25 0.515625 0 6 17 0 6 34
0.25 0.53125 0 6 17 0 6 35
0.25 0.546875 0 6 17 0 6 36
0.25 0.5625 0 6 17 0 6 37
0.25 0.578125 0 6 17 0 6 38
0.25 0.59375 0 6 17 0 6 39
0.25 0.609375 0 6 17 0 6 40
0.25 0.625 0 6 17 0 6 41
0.25 0.640625 0 6 17 0 6 42
0.25 0.65625 0 6 17 0 6 43
0.25 0.671875 0 6 17 0 6 44
0.25 0.6875 0 6 17 0 6 45
0.25 0.703125 0 6 17 0 6 46
0.25 0.71875 0 6 17 0 6 47
0.25 0.734375 0 6 17 0 6 48
0.25 0.75 0 6 17 0 6 49
0.25 0.765625 0 6 17 0 6 50
0.25 0.78125 0 6 17 0 6 51
0.25 0.796875 0 6 17 0 6 52
0.25 0.8125 0 6 17 0 6 53
0.25 0.828125 0 6 17 0 6 54
0.25 0.84375 0 6 17 0 6 55
0.25 0.859375 0 6 17 0 6 56
0.25 0.875 0 6 17 0 6 57
0.25 0.890625 0 6 17 0 6 58
0.25 0.90625 0 6 17 0 6 59
0.25 0.921875 0 6 17 0 6 60
0.25 0.9375 0 6 17 0 6 61
0.25 0.953125 0 6 17 0 6 62
0.25 0.96875 0 6 17 0 6 63
0.25 0.984375 0 6 17 0 6 64
0.265625 0.015625 0 6 18 0 6 2
0.265625 0.03125 0 6 18 0 6 3
0.265625 0.046875 0 6 18 0 6 4
0.265625 0.0625 0 6 18 0 6 5
0.265625 0.078125 0 6 18 0 6 6
0.265625 0.09375 0 6 18 0 6 7
0.265625 0.109375 0 6 18 0 6 8
0.265625 0.125 0 6 18 0 6 9
0.265625 0.140625 0 6 18 0 6 10
0.265625 0.15625 0 6 18 0 6 11
0.265625 0.171875 0 6 18 0 6 12
0.265625 0.1875 0 6 18 0 6 13
0.265625 0.203125 0 6 18 0 6 14
0.265625 0.21875 0 6 18 0 6 15
0.265625 0.234375 0 6 18 0 6 16
0.265625 0.25 0 6 18 0 6 17
0.265625 0.265625 0 6 18 0 6 18
0.265625 0.28125 0 6 18 0 6 19
0.265625 0.296875 0 6 18 0 6 20
0.265625 0.3125 0 6 18 0 6 21
0.265625 0.328125 0 6 18 0 6 22
0.265625 0.34375 0 6 18 0 6 23
0.265625 0.359375 0 6 18 0 6 24
0.265625 0.375 0 6 18 0 6 25
0.265625 0.390625 0 6 18 0 6 26
0.265625 0.40625 0 6 18 0 6 27
0.265625 0.421875 0 6 18 0 6 28
0.265625 0.4375 0 6 18 0 6 29
0.265625 0.453125 0 6 18 0 6 30
0.265625 0.46875 0 6 18 0 6 31
0.265625 0.484375 0 6 18 0 6 32
0.265625 0.5 0 6 18 0 6 33
0.265625 0.515625 0 6 18 0 6 34
0.265625 0.53125 0 6 18 0 6 35
0.265625 0.546875 0 6 18 0 6 36
0.265625 0.5625 0 6 18 0 6 37
0.265625 0.578125 0 6 18 0 6 38
0.265625 0.59375 0 6 18 0 6 39
0.265625 0.609375 0 6 18 0 6 40
0.265625 0.625 0 6 18 0 6 41
0.265625 0.640625 0 6 18 0 6 42
0.265625 0.65625 0 6 18 0 6 43
0.265625 0.671875 0 6 18 0 6 44
0.265625 0.6875 0 6 18 0 6 45
0.265625 0.703125 0 6 18 0 6 46
0.265625 0.71875 0 6 18 0 6 47
0.265625 0.734375 0 6 18 0 6 48
0.265625 0.75 0 6 18 0 6 49
0.265625 0.765625 0 6 18 0 6 50
0.265625 0.78125 0 6 18 0 6 51
0.265625 0.796875 0 6 18 0 6 52
0.265625 0.8125 0 6 18 0 6 53
0.265625 0.828125 0 6 18 0 6 54
0.265625 0.84375 0 6 18 0 6 55
0.265625 0.859375 0 6 18 0 6 56
0.265625 0.875 0 6 18 0 6 57
0.265625 0.890625 0 6 18 0 6 58
0.265625 0.90625 0 6 18 0 6 59
0.265625 0.921875 0 6 18 0 6 60
0.265625 0.9375 0 6 18 0 6 61
0.265625 0.953125 0 6 18 0 6 62
0.265625 0.96875 0 6 18 0 6 63
0.265625 0.984375 0 6 18 0 6 64
0.28125 0.015625 0 6 19 0 6 2
0.28125 0.03125 0 6 19 0 6 3
0.28125 0.046875 0 6 19 0 6 4
0.28125 0.0625 0 6 19 0 6 5
0.28125 0.078125 0 6 19 0 6 6
0.28125 0.09375 0 6 19 0 6 7
0.28125 0.109375 0 6 19 0 6 8
0.28125 0.125 0 6 19 0 6 9
0.28125 0.140625 0 6 19 0 6 10
0.28125 0.15625 0 6 19 0 6 11
0.28125 0.171875 0 6 19 0 6 12
0.28125 0.1875 0 6 19 0 6 13
0.28125 0.203125 0 6 19 0 6 14
0.28125 0.21875 0 6 19 0 6 15
0.28125 0.234375 0 6 19 0 6 16
0.28125 0.25 0 6 19 0 6 17
0.28125 0.265625 0 6 19 0 6 18
0.28125 0.28125 0 6 19 0 6 19
0.28125 0.296875 0 6 19 0 6 20
0.28125 0.3125 0 6 19 0 6 21
0.28125 0.328125 0 6 19 0 6 22
0.28125 0.34375 0 6 19 0 6 23
0.28125 0.359375 0 6 19 0 6 24
0.28125 0.375 0 6 19 0 6 25
0.28125 0.390625 0 6 19 0 6 26
0.28125 0.40625 0 6 19 0 6 27
0.28125 0.421875 0 6 19 0 6 28
0.28125 0.4375 0 6 19 0 6 29
0.28125 0.453125 0 6 19 0 6 30
0.28125 0.46875 0 6 19 0 6 31
0.28125 0.484375 0 6 19 0 6 32
0.28125 0.5 0 6 19 0 6 33
0.28125 0.515625 0 6 19 0 6 34
0.28125 0.53125 0 6 19 0 6 35
0.28125 0.546875 0 6 19 0 6 36
0.28125 0.5625 0 6 19 0 6 37
0.28125 0.578125 0 6 19 0 6 38
0.28125 0.59375 0 6 19 0 6 39
0.28125 0.609375 0 6 19 0 6 40
0.28125 0.625 0 6 19 0 6 41
0.28125 0.640625 0 6 19 0 6 42
0.28125 0.65625 0 6 19 0 6 43
0.28125 0.671875 0 6 19 0 6 44
0.28125 0.6875 0 6 19 0 6 45
0.28125 0.703125 0 6 19 0 6 46
0.28125 0.71875 0 6 19 0 6 47
0.28125 0.734375 0 6 19 0 6 48
0.28125 0.75 0 6 19 0 6 49
0.28125 0.765625 0 6 19 0 6 50
0.28125 0.78125 0 6 19 0 6 51
0.28125 0.796875 0 6 19 0 6 52
0.28125 0.8125 0 6 19 0 6 53
0.28125 0.828125 0 6 19 0 6 54
0.28125 0.84375 0 6 19 0 6 55
0.28125 0.859375 0 6 19 0 6 56
0.28125 0.875 0 6 19 0 6 57
0.28125 0.890625 0 6 19 0 6 58
0.28125 0.90625 0 6 19 0 6 59
0.28125 0.921875 0 6 19 0 6 60
0.28125 0.9375 0 6 19 0 6 61
0.28125 0.953125 0 6 19 0 6 62
0.28125 0.96875 0 6 19 0 6 63
0.28125 0.984375 0 6 19 0 6 64
0.296875 0.015625 0 6 20 0 6 2
0.296875 0.03125 0 6 20 0 6 3
0.296875 0.046875 0 6 20 0 6 4
0.296875 0.0625 0 6 20 0 6 5
0.296875 0.078125 0 6 20 0 6 6
0.296875 0.09375 0 6 20 0 6 7
0.296875 0.109375 0 6 20 0 6 8
0.296875 0.125 0 6 20 0 6 9
0.296875 0.140625 0 6 20 0 6 10
0.296875 0.15625 0 6 20 0 6 11
0.296875 0.171875 0 6 20 0 6 12
0.296875 0.1875 0 6 20 0 6 13
0.296875 0.203125 0 6 20 0 6 14
0.296875 0.21875 0 6 20 0 6 15
0.296875 0.234375 0 6 20 0 6 16
0.296875 0.25 0 6 20 0 6 17
0.296875 0.265625 0 6 20 0 6 18
0.296875 0.28125 0 6 20 0 6 19
0.296875 0.296875 0 6 20 0 6 20
0.296875 0.3125 0 6 20 0 6 21
0.296875 0.328125 0 6 20 0 6 22
0.296875 0.34375 0 6 20 0 6 23
0.296875 0.359375 0 6 20 0 6 24
0.296875 0.375 0 6 20 0 6 25
0.296875 0.390625 0 6 20 0 6 26
0.296875 0.40625 0 6 20 0 6 27
0.296875 0.421875 0 6 20 0 6 28
0.296875 0.4375 0 6 20 0 6 29
0.296875 0.453125 0 6 20 0 6 30
0.296875 0.46875 0 6 20 0 6 31
0.296875 0.484375 0 6 20 0 6 32
0.296875 0.5 0 6 20 0 6 33
0.296875 0.515625 0 6 20 0 6 34
0.296875 0.53125 0 6 20 0 6 35
0.296875 0.546875 0 6 20 0 6 36
0.296875 0.5625 0 6 20 0 6 37
0.296875 0.578125 0 6 20 0 6 38
0.296875 0.59375 0 6 20 0 6 39
0.296875 0.609375 0 6 20 0 6 40
0.296875 0.625 0 6 20 0 6 41
0.296875 0.640625 0 6 20 0 6 42
0.296875 0.65625 0 6 20 0 6 43
0.296875 0.671875 0 6 20 0 6 44
0.296875 0.6875 0 6 20 0 6 45
0.296875 0.703125 0 6 20 0 6 46
0.296875 0.71875 0 6 20 0 6 47
0.296875 0.734375 0 6 20 0 6 48
0.296875 0.75 0 6 20 0 6 49
0.296875 0.765625 0 6 20 0 6 50
0.296875 0.78125 0 6 20 0 6 51
0.296875 0.796875 0 6 20 0 6 52
0.296875 0.8125 0 6 20 0 6 53
0.296875 0.828125 0 6 20 0 6 54
0.296875 0.84375 0 6 20 0 6 55
0.296875 0.859375 0 6 20 0 6 56
0.296875 0.875 0 6 20 0 6 57
0.296875 0.890625 0 6 20 0 6 58
0.296875 0.90625 0 6 20 0 6 59
0.296875 0.921875 0 6 20 0 6 60
0.296875 0.9375 0 6 20 0 6 61
0.296875 0.953125 0 6 20 0 6 62
0.296875 0.96875 0 6 20 0 6 63
0.296875 0.984375 0 6 20 0 6 64
0.3125 0.015625 0 6 21 0 6 2
0.3125 0.03125 0 6 21 0 6 3
0.3125 0.046875 0 6 21 0 6 4
0.3125 0.0625 0 6 21 0 6 5
0.3125 0.078125 0 6 21 0 6 6
0.3125 0.09375 0 6 21 0 6 7
0.3125 0.109375 0 6 21 0 6 8
0.3125 0.125 0 6 21 0 6 9
0.3125 0.140625 0 6 21 0 6 10
0.3125 0.15625 0 6 21 0 6 11
0.3125 0.171875 0 6 21 0 6 12
0.3125 0.1875 0 6 21 0 6 13
0.3125 0.203125 0 6 21 0 6 14
0.3125 0.21875 0 6 21 0 6 15
0.3125 0.234375 0 6 21 0 6 16
0.3125 0.25 0 6 21 0 6 17
0.3125 0.265625 0 6 21 0 6 18
